exam_id_1,course_1,exam_id_2,course_2,coenrollment
1-AEM-2300-LEC-1000205-2,AEM 2300,1-BTRY-3020-LEC-5110152-1,BTRY 3020,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-BTRY-3020-LEC-5110152-2,BTRY 3020,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-1110-LEC-1030545-1,CS 1110,2
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-1110-LEC-1030545-2,CS 1110,2
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-1110-LEC-1030545-1,CS 1110,2
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-1110-LEC-1030545-2,CS 1110,2
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-1112-LEC-2122809-1,CS 1112,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-1112-LEC-2122809-2,CS 1112,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-1112-LEC-2122809-1,CS 1112,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-1112-LEC-2122809-2,CS 1112,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-2110-LEC-1013445-1,CS 2110,3
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-2110-LEC-1013445-1,CS 2110,3
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-2800-LEC-1317422-1,CS 2800,3
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-2800-LEC-1317422-2,CS 2800,3
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-2800-LEC-1317422-1,CS 2800,3
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-2800-LEC-1317422-2,CS 2800,3
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-3110-LEC-1274957-1,CS 3110,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-3110-LEC-1274957-2,CS 3110,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-3110-LEC-1274957-1,CS 3110,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-3110-LEC-1274957-2,CS 3110,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-CS-4410-LEC-1023811-1,CS 4410,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-CS-4410-LEC-1023811-1,CS 4410,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-EAS-1700-LEC-1035118-1,EAS 1700,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-EAS-1700-LEC-1035118-1,EAS 1700,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ECON-1110-LEC-1013157-1,ECON 1110,3
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ECON-1110-LEC-1013157-2,ECON 1110,3
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ECON-1110-LEC-1013157-1,ECON 1110,3
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ECON-1110-LEC-1013157-2,ECON 1110,3
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ECON-1120-LEC-4995316-1,ECON 1120,12
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ECON-1120-LEC-4995316-2,ECON 1120,12
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ECON-1120-LEC-4995316-1,ECON 1120,12
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ECON-1120-LEC-4995316-2,ECON 1120,12
1-AEM-2300-LEC-1000205-1,AEM 2300,1-HADM-4300-LEC-1025669-1,HADM 4300,2
1-AEM-2300-LEC-1000205-2,AEM 2300,1-HADM-4300-LEC-1025669-1,HADM 4300,2
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ILRST-2110-LEC-4264912-1,ILRST 2110,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ILRST-2110-LEC-4264912-1,ILRST 2110,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MAE-2030-LEC-1000196-1,MAE 2030,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MAE-2030-LEC-1000196-2,MAE 2030,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MAE-2030-LEC-1000196-3,MAE 2030,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MAE-2030-LEC-1000196-1,MAE 2030,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MAE-2030-LEC-1000196-2,MAE 2030,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MAE-2030-LEC-1000196-3,MAE 2030,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1110-LEC-4970435-1,MATH 1110,5
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1110-LEC-4970435-2,MATH 1110,5
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1110-LEC-4970435-3,MATH 1110,5
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1110-LEC-4970435-1,MATH 1110,5
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1110-LEC-4970435-2,MATH 1110,5
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1110-LEC-4970435-3,MATH 1110,5
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1920-LEC-2554568-1,MATH 1920,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1920-LEC-2554568-2,MATH 1920,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-1920-LEC-2554568-3,MATH 1920,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1920-LEC-2554568-1,MATH 1920,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1920-LEC-2554568-2,MATH 1920,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-1920-LEC-2554568-3,MATH 1920,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2130-LEC-1771018-1,MATH 2130,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2130-LEC-1771018-2,MATH 2130,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2130-LEC-1771018-1,MATH 2130,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2130-LEC-1771018-2,MATH 2130,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2210-LEC-1836834-1,MATH 2210,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2210-LEC-1836834-2,MATH 2210,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2210-LEC-1836834-1,MATH 2210,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2210-LEC-1836834-2,MATH 2210,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2220-LEC-5111756-1,MATH 2220,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-MATH-2220-LEC-5111756-2,MATH 2220,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2220-LEC-5111756-1,MATH 2220,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-MATH-2220-LEC-5111756-2,MATH 2220,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-NS-2600-LEC-1859921-1,NS 2600,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-NS-2600-LEC-1859921-1,NS 2600,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ENGRD-2700-LEC-1292845-1,ENGRD 2700,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ENGRD-2700-LEC-1292845-2,ENGRD 2700,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ENGRD-2700-LEC-1292845-1,ENGRD 2700,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ENGRD-2700-LEC-1292845-2,ENGRD 2700,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-ORIE-3120-LEC-2449445-1,ORIE 3120,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-ORIE-3120-LEC-2449445-1,ORIE 3120,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PAM-2030-LEC-1836103-1,PAM 2030,5
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PAM-2030-LEC-1836103-1,PAM 2030,5
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PHYS-1112-LEC-1022590-2,PHYS 1112,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PHYS-1112-LEC-1022590-2,PHYS 1112,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PHYS-2208-LEC-1035306-1,PHYS 2208,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PHYS-2208-LEC-1035306-2,PHYS 2208,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PHYS-2208-LEC-1035306-1,PHYS 2208,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PHYS-2208-LEC-1035306-2,PHYS 2208,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PHYS-2214-LEC-1017932-1,PHYS 2214,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-PHYS-2214-LEC-1017932-2,PHYS 2214,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PHYS-2214-LEC-1017932-1,PHYS 2214,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-PHYS-2214-LEC-1017932-2,PHYS 2214,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-STSCI-1380-LEC-1757307-1,STSCI 1380,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-STSCI-1380-LEC-1757307-2,STSCI 1380,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-STSCI-1380-LEC-1757307-1,STSCI 1380,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-STSCI-1380-LEC-1757307-2,STSCI 1380,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-STSCI-2150-LEC-1319792-1,STSCI 2150,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-STSCI-2150-LEC-1319792-2,STSCI 2150,1
1-AEM-2300-LEC-1000205-1,AEM 2300,1-STSCI-2150-LEC-1319792-3,STSCI 2150,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-STSCI-2150-LEC-1319792-1,STSCI 2150,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-STSCI-2150-LEC-1319792-2,STSCI 2150,1
1-AEM-2300-LEC-1000205-2,AEM 2300,1-STSCI-2150-LEC-1319792-3,STSCI 2150,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3100-LEC-1008805-1,AEM 3100,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3230-LEC-2041935-1,AEM 3230,4
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3230-LEC-2041935-2,AEM 3230,4
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3370-LEC-3225389-1,AEM 3370,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3370-LEC-3225389-2,AEM 3370,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-AEM-3370-LEC-3225389-3,AEM 3370,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-BIOEE-1610-LEC-1000065-1,BIOEE 1610,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-BIOEE-1610-LEC-1000065-2,BIOEE 1610,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-BIOEE-1780-LEC-3357086-1,BIOEE 1780,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-BIOEE-1780-LEC-3357086-2,BIOEE 1780,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CHEM-2090-LEC-2702986-1,CHEM 2090,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CHEM-2090-LEC-2702986-2,CHEM 2090,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-2110-LEC-1013445-1,CS 2110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-2800-LEC-1317422-1,CS 2800,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-2800-LEC-1317422-2,CS 2800,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-4670-LEC-4904205-1,CS 4670,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-4700-LEC-3497310-1,CS 4700,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-4820-LEC-1041188-1,CS 4820,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-CS-4820-LEC-1041188-2,CS 4820,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ECON-1110-LEC-1013157-1,ECON 1110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ECON-1110-LEC-1013157-2,ECON 1110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ECON-1120-LEC-4995316-1,ECON 1120,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ECON-1120-LEC-4995316-2,ECON 1120,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-HADM-4300-LEC-1025669-1,HADM 4300,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ILRST-2110-LEC-4264912-1,ILRST 2110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-1110-LEC-4970435-1,MATH 1110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-1110-LEC-4970435-2,MATH 1110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-1110-LEC-4970435-3,MATH 1110,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-2930-LEC-4910565-1,MATH 2930,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-2930-LEC-4910565-2,MATH 2930,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-MATH-2930-LEC-4910565-3,MATH 2930,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-NTRES-1201-LEC-1266548-1,NTRES 1201,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ORIE-3120-LEC-2449445-1,ORIE 3120,2
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ORIE-4600-LEC-1223442-1,ORIE 4600,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-ORIE-4600-LEC-1223442-2,ORIE 4600,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-PHYS-2208-LEC-1035306-1,PHYS 2208,1
1-AEM-2770-LEC-1023161-1,AEM 2770,1-PHYS-2208-LEC-1035306-2,PHYS 2208,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-3230-LEC-2041935-1,AEM 3230,25
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-3230-LEC-2041935-2,AEM 3230,25
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-3370-LEC-3225389-1,AEM 3370,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-3370-LEC-3225389-2,AEM 3370,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-3370-LEC-3225389-3,AEM 3370,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-4280-LEC-1281313-1,AEM 4280,4
1-AEM-3100-LEC-1008805-1,AEM 3100,1-AEM-4280-LEC-1281313-2,AEM 4280,4
1-AEM-3100-LEC-1008805-1,AEM 3100,1-BIOEE-1610-LEC-1000065-1,BIOEE 1610,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-BIOEE-1610-LEC-1000065-2,BIOEE 1610,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-ECON-1110-LEC-1013157-1,ECON 1110,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-ECON-1110-LEC-1013157-2,ECON 1110,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-MATH-2210-LEC-1836834-1,MATH 2210,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-MATH-2210-LEC-1836834-2,MATH 2210,1
1-AEM-3100-LEC-1008805-1,AEM 3100,1-NS-2600-LEC-1859921-1,NS 2600,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-3370-LEC-3225389-1,AEM 3370,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-3370-LEC-3225389-2,AEM 3370,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-3370-LEC-3225389-3,AEM 3370,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-3370-LEC-3225389-1,AEM 3370,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-3370-LEC-3225389-2,AEM 3370,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-3370-LEC-3225389-3,AEM 3370,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-4280-LEC-1281313-1,AEM 4280,10
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-4280-LEC-1281313-2,AEM 4280,10
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-4280-LEC-1281313-1,AEM 4280,10
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-4280-LEC-1281313-2,AEM 4280,10
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-5241-LEC-1001120-1,AEM 5241,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-5241-LEC-1001120-2,AEM 5241,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-AEM-5241-LEC-1001120-3,AEM 5241,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-5241-LEC-1001120-1,AEM 5241,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-5241-LEC-1001120-2,AEM 5241,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-AEM-5241-LEC-1001120-3,AEM 5241,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOEE-1610-LEC-1000065-1,BIOEE 1610,7
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOEE-1610-LEC-1000065-2,BIOEE 1610,7
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOEE-1610-LEC-1000065-1,BIOEE 1610,7
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOEE-1610-LEC-1000065-2,BIOEE 1610,7
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOEE-1780-LEC-3357086-1,BIOEE 1780,4
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOEE-1780-LEC-3357086-2,BIOEE 1780,4
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOEE-1780-LEC-3357086-1,BIOEE 1780,4
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOEE-1780-LEC-3357086-2,BIOEE 1780,4
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOMG-2801-LEC-1774234-1,BIOMG 2801,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOMG-2801-LEC-1774234-1,BIOMG 2801,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOMG-3300-LEC-1006409-1,BIOMG 3300,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BIOMG-3300-LEC-1006409-2,BIOMG 3300,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOMG-3300-LEC-1006409-1,BIOMG 3300,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BIOMG-3300-LEC-1006409-2,BIOMG 3300,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-BTRY-4090-LEC-1015539-1,BTRY 4090,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-BTRY-4090-LEC-1015539-1,BTRY 4090,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEME-3320-LEC-1296951-1,CHEME 3320,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEME-3320-LEC-1296951-2,CHEME 3320,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEME-3320-LEC-1296951-1,CHEME 3320,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEME-3320-LEC-1296951-2,CHEME 3320,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEME-3900-LEC-1015447-1,CHEME 3900,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEME-3900-LEC-1015447-2,CHEME 3900,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEME-3900-LEC-1015447-1,CHEME 3900,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEME-3900-LEC-1015447-2,CHEME 3900,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEM-1570-LEC-1099852-1,CHEM 1570,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEM-1570-LEC-1099852-2,CHEM 1570,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CHEM-1570-LEC-1099852-3,CHEM 1570,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEM-1570-LEC-1099852-1,CHEM 1570,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEM-1570-LEC-1099852-2,CHEM 1570,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CHEM-1570-LEC-1099852-3,CHEM 1570,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-1110-LEC-1030545-1,CS 1110,5
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-1110-LEC-1030545-2,CS 1110,5
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-1110-LEC-1030545-1,CS 1110,5
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-1110-LEC-1030545-2,CS 1110,5
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-2110-LEC-1013445-1,CS 2110,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-2110-LEC-1013445-1,CS 2110,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-3110-LEC-1274957-1,CS 3110,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-3110-LEC-1274957-2,CS 3110,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-3110-LEC-1274957-1,CS 3110,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-3110-LEC-1274957-2,CS 3110,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-3410-LEC-4149077-1,CS 3410,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-3410-LEC-4149077-2,CS 3410,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-3410-LEC-4149077-1,CS 3410,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-3410-LEC-4149077-2,CS 3410,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-CS-4700-LEC-3497310-1,CS 4700,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-CS-4700-LEC-3497310-1,CS 4700,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ECON-1110-LEC-1013157-1,ECON 1110,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ECON-1110-LEC-1013157-2,ECON 1110,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ECON-1110-LEC-1013157-1,ECON 1110,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ECON-1110-LEC-1013157-2,ECON 1110,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ECON-1120-LEC-4995316-1,ECON 1120,8
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ECON-1120-LEC-4995316-2,ECON 1120,8
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ECON-1120-LEC-4995316-1,ECON 1120,8
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ECON-1120-LEC-4995316-2,ECON 1120,8
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ECON-3810-LEC-1002152-1,ECON 3810,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ECON-3810-LEC-1002152-1,ECON 3810,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-HADM-4300-LEC-1025669-1,HADM 4300,4
1-AEM-3230-LEC-2041935-2,AEM 3230,1-HADM-4300-LEC-1025669-1,HADM 4300,4
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ILRST-2110-LEC-4264912-1,ILRST 2110,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ILRST-2110-LEC-4264912-1,ILRST 2110,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-2030-LEC-1000196-1,MAE 2030,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-2030-LEC-1000196-2,MAE 2030,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-2030-LEC-1000196-3,MAE 2030,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-2030-LEC-1000196-1,MAE 2030,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-2030-LEC-1000196-2,MAE 2030,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-2030-LEC-1000196-3,MAE 2030,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-3240-LEC-2316377-1,MAE 3240,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-3240-LEC-2316377-2,MAE 3240,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-3240-LEC-2316377-1,MAE 3240,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-3240-LEC-2316377-2,MAE 3240,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-3260-LEC-1295723-1,MAE 3260,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MAE-3260-LEC-1295723-2,MAE 3260,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-3260-LEC-1295723-1,MAE 3260,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MAE-3260-LEC-1295723-2,MAE 3260,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MATH-1120-LEC-4410426-1,MATH 1120,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MATH-1120-LEC-4410426-2,MATH 1120,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MATH-1120-LEC-4410426-1,MATH 1120,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MATH-1120-LEC-4410426-2,MATH 1120,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-MATH-2940-LEC-1773944-2,MATH 2940,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-MATH-2940-LEC-1773944-2,MATH 2940,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-NS-2600-LEC-1859921-1,NS 2600,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-NS-2600-LEC-1859921-1,NS 2600,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ENGRD-2700-LEC-1292845-1,ENGRD 2700,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ENGRD-2700-LEC-1292845-2,ENGRD 2700,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ENGRD-2700-LEC-1292845-1,ENGRD 2700,2
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ENGRD-2700-LEC-1292845-2,ENGRD 2700,2
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ORIE-3310-LEC-1292845-1,ORIE 3310,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ORIE-3310-LEC-1292845-2,ORIE 3310,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ORIE-3310-LEC-1292845-1,ORIE 3310,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ORIE-3310-LEC-1292845-2,ORIE 3310,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-ORIE-3510-LEC-3203494-1,ORIE 3510,1
1-AEM-3230-LEC-2041935-2,AEM 3230,1-ORIE-3510-LEC-3203494-1,ORIE 3510,1
1-AEM-3230-LEC-2041935-1,AEM 3230,1-PHYS-2214-LEC-1017932-1,PHYS 2214,1
